Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,USD,MARA,"2025-07-09, 15:30:02",-500,18.11,18.46,9055,-2.82746,-7942.815382,1109.357156,-175,C;P
Trades,Data,Order,Stocks,USD,MARA,"2025-07-10, 10:29:26",500,18,19,-9000,-2.73699,9002.73699,0,500,O
Trades,Data,Order,Stocks,USD,MARA,"2025-07-10, 10:46:27",-500,18.2,19,9100,-2.82746,-8277.698203,819.474336,-400,C
Trades,Data,Order,Stocks,USD,MARA,"2025-07-14, 09:30:01",-400,19.8,19.21,7920,-2.261968,-7184.191772,733.54626,236,C
Trades,Data,Order,Stocks,USD,MARA,"2025-07-14, 12:12:56",500,19.49,19.21,-9745,-2.73699,9747.73699,0,-140,O;P
Trades,Data,Order,Stocks,USD,MARA,"2025-07-14, 12:23:37",-500,19.71,19.21,9855,-2.82746,-8992.73699,859.43555,250,C;P
Trades,Data,Order,Stocks,USD,MARA,"2025-07-15, 10:59:49",500,18.876,18.76,-9438,-2.73917,9440.73917,0,-58,O;P
Trades,Data,Order,Stocks,USD,MARA,"2025-07-15, 11:02:57",-500,19,18.76,9500,-2.82746,-9002.73699,494.43555,120,C;P
Trades,Data,Order,Stocks,USD,MARA,"2025-07-15, 11:10:00",500,18.9,18.76,-9450,-2.73699,9452.73699,0,-70,O
Trades,Data,Order,Stocks,USD,MARA,"2025-07-15, 12:11:18",-500,19.1,18.76,9550,-2.82746,-9747.73699,-200.56445,170,C
Trades,Data,Order,Stocks,USD,MARA,"2025-07-15, 14:35:52",500,19,18.76,-9500,-2.73699,9502.73699,0,-120,O
Trades,Data,Order,Stocks,USD,MARA,"2025-07-16, 09:30:00",-500,19.52,19.44,9760,-2.82746,-9440.73917,316.43337,40,C
Trades,Data,Order,Stocks,USD,MARA,"2025-07-16, 10:30:29",500,19.66,19.44,-9830,-2.73699,9832.73699,0,-110,O
Trades,Data,Order,Stocks,USD,MARA,"2025-07-16, 10:45:03",-500,19.8,19.44,9900,-2.82746,-9452.73699,444.43555,180,C
Trades,Data,Order,Stocks,USD,MARA,"2025-07-16, 12:34:35",500,19.85,19.44,-9925,-2.73699,9927.73699,0,-205,O
Trades,Data,Order,Stocks,USD,MARA,"2025-07-17, 10:33:19",-500,19.98,19.97,9990,-2.82746,-9502.73699,484.43555,5,C;P
Trades,Data,Order,Stocks,USD,MARA,"2025-07-17, 11:18:37",500,19.83,19.97,-9915,-2.73699,9917.73699,0,70,O;P
Trades,Data,Order,Stocks,USD,MARA,"2025-07-17, 11:33:01",-500,19.95,19.97,9975,-2.82746,-9832.73699,139.43555,-10,C;P
Trades,Data,Order,Stocks,USD,MARA,"2025-07-17, 11:54:35",-500,19.95,19.97,9975,-2.82746,-9927.73699,44.43555,-10,C
Trades,Data,Order,Stocks,USD,MARA,"2025-07-17, 12:38:51",500,19.83,19.97,-9915,-2.73699,9917.73699,0,70,O;P
Trades,Data,Order,Stocks,USD,MARA,"2025-07-17, 13:28:03",500,19.75,19.97,-9875,-2.73699,9877.73699,0,110,O
Trades,Data,Order,Stocks,USD,MARA,"2025-07-17, 13:59:09",-500,19.88,19.97,9940,-2.82746,-9917.73699,19.435549,-45,C
Trades,Data,Order,Stocks,USD,NU,"2025-02-21, 10:50:40","1,000",11.0878,10.82,-11087.8,-5.489349,11093.28935,0,-267.8,O;P
Trades,Data,Order,Stocks,USD,NVDA,"2025-02-10, 13:47:15",100,134.2993,133.57,-13429.93,-1.095014,13431.02501,0,-72.93,IA;O
Trades,Data,Order,Stocks,USD,NVDA,"2025-04-24, 15:45:40",80,106,106.43,-8480,-1.093052,8481.093052,0,34.4,O
Trades,Data,Order,Stocks,USD,NVDA,"2025-04-28, 15:16:39",-80,108,108.73,8640,-1.36933648,-5577.625,3061.005664,-58.4,C
Trades,Data,Order,Stocks,USD,NVDA,"2025-04-30, 09:30:01",80,104.5,108.92,-8360,-1.093052,8361.093052,0,353.6,O
Trades,Data,Order,Stocks,USD,NVDA,"2025-04-30, 13:43:50",-80,107,108.92,8560,-1.36691232,-5473.876,3084.757088,-153.6,C
Trades,Data,Order,Stocks,USD,ORCL,"2025-01-22, 13:04:04",50,184.9,184.22,-9245,-1.0919075,9246.091908,0,-34,O
Trades,Data,Order,Stocks,USD,SPY,"2025-02-10, 13:46:07",-20,604.791,604.85,12095.82,-1.461149136,-8666.1592,3428.19965,-1.18,C;IA
Trades,Data,Order,Stocks,USD,SPY,"2025-02-21, 10:48:43",-20,606.4512,599.94,12129.024,-1.462155287,-8912.8596,3214.702244,130.224,C
Trades,Data,Order,Stocks,USD,TSLA,"2025-04-21, 09:33:34",30,230.82,227.5,-6924.6,-1.0915042,6925.691504,0,-99.6,O
Trades,Data,Order,Stocks,USD,TSLA,"2025-04-22, 12:07:12",-30,241,237.97,7230,-1.31565616,-7800.327,-571.642656,90.9,C;P
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
