Trades,Header,DataDiscriminator,Asset Category,Currency,Symbol,Date/Time,Quantity,T. Price,C. Price,Proceeds,Comm/Fee,Basis,Realized P/L,MTM P/L,Code
Trades,Data,Order,Stocks,USD,MARA,"2024-02-08, 09:30:00",-300,18.66,21.58,5598,-1.73809656,-5401.635,194.626903,-876,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-08, 09:30:02",-500,18.8,21.58,9400,-2.897438,-8822.725,574.377562,-1390,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-08, 11:50:25",300,20,21.58,-6000,-1.635,6001.635,0,474,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-08, 12:03:30",-300,20.3,21.58,6090,-1.7423868,-6001.635,86.622613,-384,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-12, 09:56:00",-200,25.7,27.28,5140,-1.1710088,-5138.8289912,0,-316,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-12, 10:16:20",200,25.8,27.28,-5160,-1.09,5138.828991,-22.261009,296,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-12, 10:18:10",200,25.65,27.28,-5130,-1.09,5131.09,0,326,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-12, 10:19:01",200,25.505,27.28,-5101,-1.09,5102.09,0,355,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-12, 10:30:20",-400,26.1,27.28,10440,-2.3434128,-10233.18,204.476588,-472,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-12, 11:01:43",400,26.9,27.28,-10760,-2.18,10762.18,0,152,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-12, 12:32:28",-400,27.2,27.28,10880,-2.3472496,-10762.18,115.47275,-32,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-13, 09:32:32",400,25.1294,25.72,-10051.76,-2.18,10053.94,0,236.24,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-13, 09:36:33",-400,25.62,25.72,10248,-2.34173856,-10053.94,191.718263,-40,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-13, 09:39:28",400,25.93,25.72,-10372,-2.18,10374.18,0,-84,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-14, 09:30:02",-400,28.9745,29.41,11589.8,-2.35343906,-10374.18,1213.26656,-174.2,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-14, 09:34:44",400,29.005,29.41,-11602,-2.18,11604.18,0,162,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-14, 09:37:05",-400,29.25,29.41,11700,-2.3544,-11604.18,93.4656,-64,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-14, 09:38:53",400,28.957,29.41,-11582.8,-2.18,11584.98,0,181.2,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-14, 09:44:46",-400,29.25,29.41,11700,-2.3544,-11584.98,112.6656,-64,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-15, 09:35:31",400,30.09675,27.02,-12038.7,-2.18,12040.88,0,-1230.7,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-15, 09:49:33",-400,30.3,27.02,12120,-2.3580624,-12040.88,76.761937,1312,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-15, 09:53:58",400,29.764,27.02,-11905.6,-2.18,11907.78,0,-1097.6,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-20, 12:30:39",200,23.435,24.51,-4687,-1.09,4688.09,0,215,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-20, 14:51:55",-200,24.5,24.51,4900,-1.168916,-5953.89,-1055.058916,-2,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-21, 10:15:14",400,23.315,22.9,-9326,-2.18,9328.18,0,-166,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-22, 10:00:45",-400,24,24.56,9600,-2.336088,-10641.98,-1044.316088,-224,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-22, 10:10:04",400,24.1,24.56,-9640,-2.18,9642.18,0,184,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-22, 10:28:55",-400,24.3,24.56,9720,-2.3371344,-9328.18,389.482866,-104,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-22, 10:50:48",400,24.11995,24.56,-9647.98,-2.18,9650.16,0,176.02,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-22, 10:56:50",-400,24.4,24.56,9760,-2.3374832,-9642.18,115.482517,-64,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-22, 11:43:54",400,24.8,24.56,-9920,-2.18,9922.18,0,-96,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-22, 12:18:59",-400,24.95,24.56,9980,-2.3394016,-9650.16,327.500598,156,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-23, 12:21:48",400,24.48,23.99,-9792,-2.18,9794.18,0,-196,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 09:30:45",-400,24.8,29.19,9920,-2.3388784,-9922.18,-4.518878,-1756,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 09:47:31",400,26.1,29.19,-10440,-2.18,10442.18,0,1236,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 09:47:48",-400,26.2,29.19,10480,-2.3437616,-9794.18,683.47624,-1196,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 09:50:43",400,26.4,29.19,-10560,-2.18,10562.18,0,1116,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 09:57:16",-400,26.5,29.19,10600,-2.344808,-10442.18,155.475192,-1076,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 10:07:11",400,26.69,29.19,-10676,-2.18,10678.18,0,1000,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 10:07:54",-400,26.8,29.19,10720,-2.3458544,-10562.18,155.474145,-956,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 10:11:04",400,26.9,29.19,-10760,-2.18,10762.18,0,916,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 10:12:58",-400,27,29.19,10800,-2.346552,-10678.18,119.473448,-876,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 10:15:03",400,27,29.19,-10800,-2.18,10802.18,0,876,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 10:15:17",-400,27.1,29.19,10840,-2.3469008,-10762.18,75.473099,-836,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 10:19:13",400,27.3,29.19,-10920,-2.18,10922.18,0,756,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 10:19:36",-400,27.45,29.19,10980,-2.3481216,-10802.18,175.471879,-696,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 10:44:41",400,27.5,29.19,-11000,-2.18,11002.18,0,676,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 10:45:40",-400,27.6,29.19,11040,-2.3486448,-10922.18,115.471355,-636,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 11:06:09",400,28.3,29.19,-11320,-2.18,11322.18,0,356,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 11:07:41",-400,28.4,29.19,11360,-2.3514352,-11002.18,355.468565,-316,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 11:15:23",400,28.6,29.19,-11440,-2.18,11442.18,0,236,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-26, 12:34:28",-400,28.7,29.19,11480,-2.3524816,-11322.18,155.467518,-196,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-27, 09:35:37",-400,32.412,30.31,12964.8,-2.36542906,-11442.18,1520.254571,840.8,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-27, 09:35:37",400,32.5,30.31,-13000,-2.18,13002.18,0,-876,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-27, 09:39:45",400,32.1956625,30.31,-12878.265,-2.18,12880.445,0,-754.265,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 09:58:53",-400,33,31.03,13200,-2.36748,-13002.18,195.45252,788,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:06:35",400,32,31.03,-12800,-2.18,12802.18,0,-388,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:09:51",-400,32.2,31.03,12880,-2.3646896,-12880.445,-2.809689,468,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:11:06",400,32.2,31.03,-12880,-2.18,12882.18,0,-468,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:14:13",-400,32.4,31.03,12960,-2.3653872,-12802.18,155.454612,548,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:16:08",-400,32.47125,31.03,12988.5,-2.36563572,-12882.18,103.954363,576.5,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:16:08",400,32.48875,31.03,-12995.5,-2.18,12997.68,0,-583.5,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:17:13",100,32.485,31.03,-3248.5,-1.09,3249.59,0,-145.5,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:21:00",300,32.1,31.03,-9630,-1.635,9631.635,0,-321,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:32:49",-300,32.3,31.03,9690,-1.7737788,-9748.135,-59.908778,381,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:41:40",300,31.8,31.03,-9540,-1.635,9541.635,0,-231,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:47:26",-300,32,31.03,9600,-1.772994,-9709.68,-111.452994,291,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:50:16",300,31.785,31.03,-9535.5,-1.635,9537.135,0,-226.5,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:53:33",-300,32,31.03,9600,-1.772994,-9601.635,-3.407994,291,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:57:49",400,31.59,31.03,-12636,-2.18,12638.18,0,-224,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 10:58:22",-400,31.8,31.03,12720,-2.3632944,-12719.18,-1.543294,308,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 11:04:16",-100,32.5,31.03,3250,-1.136434,-3179.045,69.818566,147,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 11:08:43",400,32.4,31.03,-12960,-2.18,12962.18,0,-548,O
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 11:15:08",-400,32.55,31.03,13020,-2.3659104,-12638.18,379.45409,608,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 11:20:58",400,32.3,31.03,-12920,-2.18,12922.18,0,-508,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 11:27:26",-400,32.5,31.03,13000,-2.365736,-12962.18,35.454264,588,C
Trades,Data,Order,Stocks,USD,MARA,"2024-02-28, 12:21:37",400,33.4,31.03,-13360,-2.18,13362.18,0,-948,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-05, 11:44:22",400,22.8,22.255,-9120,-2.18,9122.18,0,-218,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-05, 11:51:10",-400,23,22.255,9200,-2.3326,-12922.18,-3724.512599,298,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-05, 12:06:58",400,22.8,22.255,-9120,-2.18,9122.18,0,-218,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-05, 12:10:02",-400,22.501125,22.255,9000.45,-2.33085992,-13362.18,-4364.06086,98.45,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-06, 09:35:28",400,23.4,22.62,-9360,-2.18,9362.18,0,-312,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-06, 12:59:22",-400,23.6,22.62,9440,-2.33469279,-9122.18,315.485307,392,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-07, 09:58:23",400,22.4,21.8,-8960,-2.18,8962.18,0,-240,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-08, 09:38:20",-400,23.100325,23.48,9240.13,-2.33294993,-9122.18,115.61705,-151.87,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-08, 09:46:55",400,23.3,23.48,-9320,-2.18,9322.18,0,72,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-08, 09:47:07",-400,23.4,23.48,9360,-2.3339952,-9362.18,-4.513996,-32,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-08, 09:53:28",100,23.87,23.48,-2387,-1.09,2388.09,0,-39,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-08, 09:55:34",300,23.7976,23.48,-7139.28,-1.635,7140.915,0,-95.28,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-08, 10:00:13",-100,24,23.48,2400,-1.129022,-2240.545,158.325978,52,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-08, 10:00:13",-300,24,23.48,7200,-1.752066,-6721.635,476.612934,156,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-08, 10:10:38",400,24,23.48,-9600,-2.18,9602.18,0,-208,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-08, 10:14:42",-400,24.2,23.48,9680,-2.3367856,-9322.18,355.483214,288,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-08, 10:31:27",400,25,23.48,-10000,-2.18,10002.18,0,-608,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-11, 12:06:57",-400,22.022,20.64,8808.8,-2.32918874,-9529.005,-722.534188,552.8,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-11, 13:41:47",400,21.9,20.64,-8760,-2.18,8762.18,0,-504,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-14, 10:24:34",-400,18.16125,18.23,7264.5,-2.31572244,-9602.18,-2339.995723,-27.5,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-14, 10:26:45",400,18,18.23,-7200,-2.18,7202.18,0,92,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-18, 12:49:59",-400,19.485,19.41,7794,-2.32033968,-10002.18,-2210.50034,30,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-18, 12:50:46",100,19.4,19.41,-1940,-1.09,1941.09,0,1,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-18, 12:52:07",300,19.295,19.41,-5788.5,-1.635,5790.135,0,34.5,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-18, 12:54:00",-400,19.085,19.41,7634,-2.31894448,-8762.18,-1130.498944,-130,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-18, 12:56:14",400,19,19.41,-7600,-2.18,7602.18,0,164,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-19, 09:48:53",-400,17.923,19.32,7169.2,-2.31489142,-7202.18,-35.294891,-558.8,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-19, 09:58:15",400,17.8,19.32,-7120,-2.18,7122.18,0,608,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-19, 10:47:44",-400,17.755,19.32,7102,-2.31430544,-7731.225,-631.539304,-626,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-20, 10:26:51",300,20.348333333,22.43,-6104.5,-1.635,6106.135,0,624.5,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-20, 10:31:42",-300,20.5,22.43,6150,-1.74291,-5701.635,446.62209,-579,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-20, 11:40:55",300,20.948333333,22.43,-6284.5,-1.635,6286.135,0,444.5,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-20, 12:07:18",-300,21.05,22.43,6315,-1.7443488,-5461.635,851.620651,-414,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-21, 12:09:29",-400,21.7,21.78,8680,-2.3280656,-7632.18,1045.491934,-32,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-21, 13:55:17",400,21.6,21.78,-8640,-2.18,8642.18,0,72,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-22, 11:08:25",-400,20.8087625,20.87,8323.505,-2.32495696,-8321.18,0.000043,-24.495,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-25, 15:12:39",400,21.1,20.95,-8440,-2.18,8442.18,0,-60,O
Trades,Data,Order,Stocks,USD,MARA,"2024-03-27, 13:03:07",-400,22,22.07,8800,-2.329112,-8642.18,155.490888,-28,C
Trades,Data,Order,Stocks,USD,MARA,"2024-03-28, 13:40:24",400,23.069,22.58,-9227.6,-2.18,9229.78,0,-195.6,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-03-28, 14:10:05",-400,23.2,22.58,9280,-2.3332976,-8442.18,835.486702,248,C
Trades,Data,Order,Stocks,USD,MARA,"2024-04-01, 13:01:44",400,21.50575,21.63,-8602.3,-2.18,8604.48,0,49.7,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-04-08, 09:54:55",400,18.707,17.95,-7482.8,-2.18,7484.98,0,-302.8,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-04-23, 10:01:22",-400,19,19.44,7600,-2.318648,-9229.78,-1632.098648,-176,C
Trades,Data,Order,Stocks,USD,MARA,"2024-04-29, 09:50:31",-400,17.7715,18.03,7108.6,-2.31436299,-8604.48,-1498.194362,-103.4,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-04-29, 09:59:38",400,18.089,18.03,-7235.6,-2.18,7237.78,0,-23.6,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-04-30, 13:08:59",400,16.4,16.06,-6560,-2.18,6562.18,0,-136,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-05-06, 10:13:41",-400,19.5,20.67,7800,-2.320392,-7484.98,312.699608,-468,C
Trades,Data,Order,Stocks,USD,MARA,"2024-05-08, 09:32:37",400,19.35,20.09,-7740,-2.18,7742.18,0,296,O
Trades,Data,Order,Stocks,USD,MARA,"2024-05-20, 14:49:00",-400,22.5,22.32,9000,-2.525094,-7237.78,1759.694906,72,C
Trades,Data,Order,Stocks,USD,MARA,"2024-05-22, 09:52:16",400,21.758,21.24,-8703.2,-2.18,8705.38,0,-207.2,O
Trades,Data,Order,Stocks,USD,MARA,"2024-05-22, 10:15:08",-400,22,21.24,8800,-2.5190336,-6562.18,2235.300967,304,C
Trades,Data,Order,Stocks,USD,MARA,"2024-05-22, 10:17:52",400,22.15725,21.24,-8862.9,-2.18,8865.08,0,-366.9,IM;O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-05-22, 11:42:36",-400,22.4,21.24,8960,-2.52388192,-7742.18,1215.296118,464,C
Trades,Data,Order,Stocks,USD,MARA,"2024-05-22, 12:53:19",400,22.2,21.24,-8880,-2.18,8882.18,0,-384,O
Trades,Data,Order,Stocks,USD,MARA,"2024-05-28, 12:58:51",-400,21.34,20.73,8536,-2.51103387,-8705.38,-171.891034,244,C
Trades,Data,Order,Stocks,USD,MARA,"2024-05-28, 13:06:12",400,21.2,20.73,-8480,-2.18,8482.18,0,-188,O
Trades,Data,Order,Stocks,USD,MARA,"2024-05-29, 09:41:41",-400,20.4105,20.24,8164.2,-2.49976759,-8865.08,-703.379768,68.2,C;IA
Trades,Data,Order,Stocks,USD,MARA,"2024-05-29, 09:43:08",400,20.25,20.24,-8100,-2.18,8102.18,0,-4,O
Trades,Data,Order,Stocks,USD,MARA,"2024-05-29, 09:45:35",-400,20.185,20.24,8074,-2.49703435,-8882.18,-810.677034,-22,C
Trades,Data,Order,Stocks,USD,MARA,"2024-05-30, 10:43:24",400,20.05,20.04,-8020,-2.18,8022.18,0,-4,O
Trades,Data,Order,Stocks,USD,MARA,"2024-05-30, 11:01:37",-400,19.86,20.04,7944,-2.49309509,-8482.18,-540.673095,-72,C
Trades,Data,Order,Stocks,USD,MARA,"2024-05-31, 10:15:05",400,19.75,19.52,-7900,-2.18,7902.18,0,-92,O
Trades,Data,Order,Stocks,USD,MARA,"2024-05-31, 13:43:48",-400,19.255,19.52,7702,-2.485762,-8102.18,-402.665762,-106,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-05-31, 14:31:46",400,19.15,19.52,-7660,-2.18,7662.18,0,148,O
Trades,Data,Order,Stocks,USD,MARA,"2024-06-04, 09:52:30",-400,20.01,20.52,8004,-2.49491321,-8022.18,-20.674913,-204,C
Trades,Data,Order,Stocks,USD,MARA,"2024-06-04, 09:59:39",400,19.85,20.52,-7940,-2.18,7942.18,0,268,O
Trades,Data,Order,Stocks,USD,MARA,"2024-06-04, 12:23:43",-400,20.805,20.52,8322,-2.50454924,-7902.18,417.315451,114,C
Trades,Data,Order,Stocks,USD,MARA,"2024-06-04, 13:35:57",400,20.7,20.52,-8280,-2.18,8282.18,0,-72,O
Trades,Data,Order,Stocks,USD,MARA,"2024-06-05, 10:22:07",-400,19.7105,21.07,7884.2,-2.49128303,-7662.18,219.528717,-543.8,C;IA
Trades,Data,Order,Stocks,USD,MARA,"2024-06-07, 13:35:37",400,19.6,19.27,-7840,-2.18,7842.18,0,-132,O
Trades,Data,Order,Stocks,USD,MARA,"2024-06-21, 14:05:08",400,18.695,19.21,-7478,-2.18,7480.18,0,206,O
Trades,Data,Order,Stocks,USD,MARA,"2024-06-25, 10:31:01",-400,19.68,19.25,7872,-2.49091334,-7942.18,-72.670913,172,C
Trades,Data,Order,Stocks,USD,MARA,"2024-07-01, 14:15:19",-400,22.4,22.56,8960,-2.52388192,-8282.18,675.296118,-64,C
Trades,Data,Order,Stocks,USD,MARA,"2024-07-02, 09:33:16",-400,22.6,22.12,9040,-2.52630608,-7842.18,1195.293694,192,C
Trades,Data,Order,Stocks,USD,MARA,"2024-07-02, 14:03:34",400,22.135,22.12,-8854,-2.18,8856.18,0,-6,O
Trades,Data,Order,Stocks,USD,MARA,"2024-07-02, 14:22:18",-400,22.25125,22.12,8900.5,-2.52207895,-7480.18,1417.797921,52.5,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-07-03, 10:58:43",600,20.9195,20.98,-12551.7,-3.27,12554.97,0,36.3,IA;O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-07-15, 09:30:01",-600,21.91,24.58,13146,-3.77691409,-13041.17,101.053086,-1602,C
Trades,Data,Order,Stocks,USD,MARA,"2024-07-22, 10:04:39",400,24.005,23.95,-9602,-2.18,9604.18,0,-22,O
Trades,Data,Order,Stocks,USD,MARA,"2024-07-22, 13:49:05",-400,24.5,23.95,9800,-2.5493356,-8369.98,1427.470664,220,C
Trades,Data,Order,Stocks,USD,MARA,"2024-07-23, 10:45:23",400,23.05,21.65,-9220,-2.18,9222.18,0,-560,O
Trades,Data,Order,Stocks,USD,MARA,"2024-08-01, 14:54:20",400,17.9,18.14,-7160,-2.18,7162.18,0,96,O
Trades,Data,Order,Stocks,USD,MARA,"2024-08-05, 09:57:07",150,15.44,16.95,-2316,-1.09,2317.09,0,226.5,O
Trades,Data,Order,Stocks,USD,MARA,"2024-08-05, 10:00:10",-150,15.7,16.95,2355,-1.18850221,-3601.5675,-1247.756002,-187.5,C;P
Trades,Data,Order,Stocks,USD,MARA,"2024-08-14, 12:02:57",600,15.205,15.14,-9123,-3.27,9126.27,0,-39,O;P
Trades,Data,Order,Stocks,USD,MARA,"2024-08-15, 09:31:18",-600,15.45,15.46,9270,-3.65946354,-14072.02,-4805.679463,-6,C
Trades,Data,Order,Stocks,USD,MARA,"2024-08-15, 14:12:16",400,15.6,15.46,-6240,-2.18,6242.18,0,-56,O
